"PMID","Research Type","Human / Mouse","Condition1","Condition2","Gut Microbiota (ID)","Classification","Alteration","Sequencing Technology","Microbial-Mediated Networks","Details"
"21286703","Gut microbiota associated with phenotype","Human","Decompensated hepatitis B virus cirrhosis","Hepatitis B,Chronic","Faecalibacterium prausnitzii (853, gm0327)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21286703","Gut microbiota associated with phenotype","Human","Decompensated hepatitis B virus cirrhosis","Hepatitis B,Chronic","Peptostreptococcaceae (186804, gm0517)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21286703","Gut microbiota associated with phenotype","Human","Decompensated hepatitis B virus cirrhosis","Hepatitis B,Chronic","Solobacterium (123375, gm0609)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21330412","Gut microbiota associated with phenotype","Human","Irritable Bowel Syndrome","Health","Bacteroidetes (976, gm0090)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21330412","Gut microbiota associated with phenotype","Human","Irritable Bowel Syndrome","Health","Bifidobacterium (1678, gm0105)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21330412","Gut microbiota associated with phenotype","Human","Irritable Bowel Syndrome","Health","Clostridium (1485, gm0187)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21330412","Gut microbiota associated with phenotype","Human","Irritable Bowel Syndrome","Health","Lactobacillus (1578, gm0393)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21549208","Gut microbiota associated with phenotype","Human","Clostridium difficile-negative antibiotic associated diarrhea","Clostridium difficile-positive antibiotic associated diarrhea","Lactiplantibacillus plantarum (1590, gm0856)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21549208","Gut microbiota associated with phenotype","Human","Clostridium difficile-negative antibiotic associated diarrhea","Clostridium difficile-positive antibiotic associated diarrhea","Lactobacillus (1578, gm0393)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21549208","Gut microbiota associated with phenotype","Human","Norwegian","Estonian","Lactiplantibacillus plantarum (1590, gm0856)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21549208","Gut microbiota associated with phenotype","Human","Norwegian","Estonian","Lactobacillus gasseri (1596, gm0399)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21674011","Gut microbiota associated with phenotype","Human","Enterocolitis,Necrotizing","Health","Actinobacteria (201174, gm0016)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21674011","Gut microbiota associated with phenotype","Human","Enterocolitis,Necrotizing","Health","Bacteroidetes (976, gm0090)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21674011","Gut microbiota associated with phenotype","Human","Enterocolitis,Necrotizing","Health","Firmicutes (1239, gm0332)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21674011","Gut microbiota associated with phenotype","Human","Enterocolitis,Necrotizing","Health","Proteobacteria (1224, gm0545)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21741921","Gut microbiota associated with phenotype","Human","Irritable Bowel Syndrome","Health","Anaerovorax (109326, gm1215)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21741921","Gut microbiota associated with phenotype","Human","Irritable Bowel Syndrome","Health","Dorea (189330, gm0266)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21741921","Gut microbiota associated with phenotype","Human","Irritable Bowel Syndrome","Health","Eubacterium (1730, gm0309)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21741921","Gut microbiota associated with phenotype","Human","Irritable Bowel Syndrome","Health","Gammaproteobacteria (1236, gm0349)","class","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21741921","Gut microbiota associated with phenotype","Human","Irritable Bowel Syndrome","Health","Haemophilus parainfluenzae (729, gm0358)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21741921","Gut microbiota associated with phenotype","Human","Irritable Bowel Syndrome","Health","Veillonella (29465, gm0676)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21910165","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Bifidobacterium (1678, gm0105)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21910165","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Faecalibacterium prausnitzii (853, gm0327)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Gut microbiota associated with phenotype","Human","Hepatitis B virus related decompensated Cirrhosis","Health","Lacticaseibacillus rhamnosus (47715, gm1212)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Gut microbiota associated with phenotype","Human","Hepatitis B virus related decompensated Cirrhosis","Health","Lactobacillus acidophilus (1579, gm0394)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Gut microbiota associated with phenotype","Human","Hepatitis B virus related decompensated Cirrhosis","Health","Lactobacillus gasseri (1596, gm0399)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Gut microbiota associated with phenotype","Human","Hepatitis B virus related decompensated Cirrhosis","Health","Limosilactobacillus fermentum (1613, gm0877)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Gut microbiota associated with phenotype","Human","Hepatitis B virus related decompensated Cirrhosis","Health","Limosilactobacillus reuteri (1598, gm1034)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Interventions change the composition of gut microbiota","Human","Liver Transplantation; Hepatitis B Cirrhosis","Health","Lacticaseibacillus paracasei (1597, gm1163)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Interventions change the composition of gut microbiota","Human","Liver Transplantation; Hepatitis B Cirrhosis","Health","Lacticaseibacillus rhamnosus (47715, gm1212)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Interventions change the composition of gut microbiota","Human","Liver Transplantation; Hepatitis B Cirrhosis","Health","Ligilactobacillus salivarius (1624, gm1214)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Interventions change the composition of gut microbiota","Human","Liver Transplantation; Hepatitis B Cirrhosis","Health","Limosilactobacillus fermentum (1613, gm0877)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Interventions change the composition of gut microbiota","Human","Liver Transplantation; Hepatitis B Cirrhosis","Hepatitis B virus related decompensated Cirrhosis","Lacticaseibacillus paracasei (1597, gm1163)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Interventions change the composition of gut microbiota","Human","Liver Transplantation; Hepatitis B Cirrhosis","Hepatitis B virus related decompensated Cirrhosis","Lacticaseibacillus rhamnosus (47715, gm1212)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"21965156","Interventions change the composition of gut microbiota","Human","Liver Transplantation; Hepatitis B Cirrhosis","Hepatitis B virus related decompensated Cirrhosis","Lactobacillus crispatus (47770, gm0395)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22029688","Gut microbiota associated with phenotype","Human","Allergic infants","Aonallergic infants","Acinetobacter (469, gm0012)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22102318","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Bifidobacterium (1678, gm0105)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22102318","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Faecalibacterium prausnitzii (853, gm0327)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22102318","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Prevotella (838, gm0535)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22102318","Gut microbiota associated with phenotype","Human","Smokers; Crohn Disease","Non-Smokers; Crohn Disease","Prevotella (838, gm0535)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22102318","Gut microbiota associated with phenotype","Human","Smokers; Health","Non-Smokers; Health","Prevotella (838, gm0535)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22153774","Gut microbiota associated with phenotype","Human","Dermatitis, Atopic","Health","Bacteroides (816, gm0077)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22153774","Gut microbiota associated with phenotype","Human","Dermatitis, Atopic","Health","Bacteroidetes (976, gm0090)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22153774","Gut microbiota associated with phenotype","Human","Dermatitis, Atopic","Health","Proteobacteria (1224, gm0545)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22170749","Gut microbiota associated with phenotype","Human","Colitis, Ulcerative","Health","Actinobacteria (201174, gm0016)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22170749","Gut microbiota associated with phenotype","Human","Colitis, Ulcerative","Health","Actinomycetia (1760, gm1568)","class","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22170749","Gut microbiota associated with phenotype","Human","Colitis, Ulcerative","Health","Alphaproteobacteria (28211, gm0045)","class","increase","16s rRNA gene sequencing","microbial-mediated network","details"
